V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13
GCA_018253555.1_ASM1825355v1.fna,ssuis,7,aroA(1),cpn60(1),dpr(1),gki(1),mutS(1),recA(1),thrA(3),"","",""
GCA_018253635.1_ASM1825363v1.fna,ssuis,28,aroA(2),cpn60(30),dpr(5),gki(34),mutS(31),recA(3),thrA(25),"","",""
GCA_018320725.1_ASM1832072v1.fna,-,-,"","","","","","","","","",""
GCA_018365255.1_ASM1836525v1.fna,-,-,"","","","","","","","","",""
GCA_018366595.1_ASM1836659v1.fna,sbsec,-,ddl(9),gki(9),glnA(8),mutS(10),mutS2(8),pheS(7),proS(6),pyrE(12),thrS(13),tpi(6)
GCA_018418025.1_ASM1841802v1.fna,ssuis,242,aroA(1),cpn60(1),dpr(1),gki(12),mutS(1),recA(1),thrA(3),"","",""
GCA_018418035.1_ASM1841803v1.fna,ssuis,242,aroA(1),cpn60(1),dpr(1),gki(12),mutS(1),recA(1),thrA(3),"","",""
GCA_018418115.1_ASM1841811v1.fna,ssuis,7,aroA(1),cpn60(1),dpr(1),gki(1),mutS(1),recA(1),thrA(3),"","",""
GCA_018418215.1_ASM1841821v1.fna,ssuis,7,aroA(1),cpn60(1),dpr(1),gki(1),mutS(1),recA(1),thrA(3),"","",""
GCA_018418615.1_ASM1841861v1.fna,ssuis,7,aroA(1),cpn60(1),dpr(1),gki(1),mutS(1),recA(1),thrA(3),"","",""
GCA_018418655.1_ASM1841865v1.fna,ssuis,242,aroA(1),cpn60(1),dpr(1),gki(12),mutS(1),recA(1),thrA(3),"","",""
GCA_018418675.1_ASM1841867v1.fna,ssuis,7,aroA(1),cpn60(1),dpr(1),gki(1),mutS(1),recA(1),thrA(3),"","",""
GCA_018418735.1_ASM1841873v1.fna,ssuis,7,aroA(1),cpn60(1),dpr(1),gki(1),mutS(1),recA(1),thrA(3),"","",""
GCA_018418755.1_ASM1841875v1.fna,ssuis,7,aroA(1),cpn60(1),dpr(1),gki(1),mutS(1),recA(1),thrA(3),"","",""
GCA_018419055.1_ASM1841905v1.fna,ssuis,7,aroA(1),cpn60(1),dpr(1),gki(1),mutS(1),recA(1),thrA(3),"","",""
GCA_018419115.1_ASM1841911v1.fna,ssuis,7,aroA(1),cpn60(1),dpr(1),gki(1),mutS(1),recA(1),thrA(3),"","",""
GCA_018419145.1_ASM1841914v1.fna,ssuis,7,aroA(1),cpn60(1),dpr(1),gki(1),mutS(1),recA(1),thrA(3),"","",""
GCA_018419155.1_ASM1841915v1.fna,ssuis,7,aroA(1),cpn60(1),dpr(1),gki(1),mutS(1),recA(1),thrA(3),"","",""
GCA_018419295.1_ASM1841929v1.fna,ssuis,242,aroA(1),cpn60(1),dpr(1),gki(12),mutS(1),recA(1),thrA(3),"","",""
GCA_018419345.1_ASM1841934v1.fna,ssuis,7,aroA(1),cpn60(1),dpr(1),gki(1),mutS(1),recA(1),thrA(3),"","",""
GCA_018419395.1_ASM1841939v1.fna,ssuis,7,aroA(1),cpn60(1),dpr(1),gki(1),mutS(1),recA(1),thrA(3),"","",""
GCA_018419415.1_ASM1841941v1.fna,ssuis,7,aroA(1),cpn60(1),dpr(1),gki(1),mutS(1),recA(1),thrA(3),"","",""
GCA_018419455.1_ASM1841945v1.fna,ssuis,7,aroA(1),cpn60(1),dpr(1),gki(1),mutS(1),recA(1),thrA(3),"","",""
GCA_018419505.1_ASM1841950v1.fna,ssuis,7,aroA(1),cpn60(1),dpr(1),gki(1),mutS(1),recA(1),thrA(3),"","",""
GCA_018419545.1_ASM1841954v1.fna,ssuis,7,aroA(1),cpn60(1),dpr(1),gki(1),mutS(1),recA(1),thrA(3),"","",""
GCA_018419695.1_ASM1841969v1.fna,ssuis,7,aroA(1),cpn60(1),dpr(1),gki(1),mutS(1),recA(1),thrA(3),"","",""
GCA_018419745.1_ASM1841974v1.fna,ssuis,7,aroA(1),cpn60(1),dpr(1),gki(1),mutS(1),recA(1),thrA(3),"","",""
GCA_018419855.1_ASM1841985v1.fna,ssuis,242,aroA(1),cpn60(1),dpr(1),gki(12),mutS(1),recA(1),thrA(3),"","",""
GCA_018419865.1_ASM1841986v1.fna,ssuis,7,aroA(1),cpn60(1),dpr(1),gki(1),mutS(1),recA(1),thrA(3),"","",""
GCA_018424075.1_ASM1842407v1.fna,ssuis,7,aroA(1),cpn60(1),dpr(1),gki(1),mutS(1),recA(1),thrA(3),"","",""
GCA_018424205.1_ASM1842420v1.fna,ssuis,7,aroA(1),cpn60(1),dpr(1),gki(1),mutS(1),recA(1),thrA(3),"","",""
GCA_018424365.1_ASM1842436v1.fna,ssuis,7,aroA(1),cpn60(1),dpr(1),gki(1),mutS(1),recA(1),thrA(3),"","",""
GCA_018619315.1_ASM1861931v1.fna,bsubtilis,7,glpF(9),ilvD(4),pta(6),purH(7),pycA(5),rpoD(4),tpiA(5),"","",""
GCA_018729415.1_ASM1872941v1.fna,bsubtilis,-,glpF(34),ilvD(33),pta(98),purH(39),pycA(60),rpoD(31),tpiA(32),"","",""
GCA_018780865.1_ASM1878086v1.fna,ssuis,7,aroA(1),cpn60(1),dpr(1),gki(1),mutS(1),recA(1),thrA(3),"","",""
GCA_018780875.1_ASM1878087v1.fna,ssuis,7,aroA(1),cpn60(1),dpr(1),gki(1),mutS(1),recA(1),thrA(3),"","",""
GCA_018780895.1_ASM1878089v1.fna,ssuis,7,aroA(1),cpn60(1),dpr(1),gki(1),mutS(1),recA(1),thrA(3),"","",""
GCA_018780925.1_ASM1878092v1.fna,ssuis,7,aroA(1),cpn60(1),dpr(1),gki(1),mutS(1),recA(1),thrA(3),"","",""
GCA_018780965.1_ASM1878096v1.fna,ssuis,7,aroA(1),cpn60(1),dpr(1),gki(1),mutS(1),recA(1),thrA(3),"","",""
GCA_018780985.1_ASM1878098v1.fna,ssuis,7,aroA(1),cpn60(1),dpr(1),gki(1),mutS(1),recA(1),thrA(3),"","",""
GCA_018781005.1_ASM1878100v1.fna,ssuis,7,aroA(1),cpn60(1),dpr(1),gki(1),mutS(1),recA(1),thrA(3),"","",""
GCA_018991605.1_ASM1899160v1.fna,-,-,"","","","","","","","","",""
GCA_018991645.1_ASM1899164v1.fna,-,-,"","","","","","","","","",""
GCA_019037305.1_ASM1903730v1.fna,bsubtilis,-,glpF(~61),ilvD(39),pta(~112),purH(~40),pycA(~84),rpoD(~40),tpiA(3),"","",""
GCA_019037405.1_ASM1903740v1.fna,bsubtilis,-,glpF(~61),ilvD(39),pta(~112),purH(~40),pycA(~84),rpoD(~40),tpiA(3),"","",""
GCA_019537135.1_ASM1953713v1.fna,-,-,"","","","","","","","","",""
GCA_019537155.1_ASM1953715v1.fna,-,-,"","","","","","","","","",""
GCA_019603355.1_ASM1960335v1.fna,-,-,"","","","","","","","","",""
GCA_019661225.1_ASM1966122v1.fna,-,-,"","","","","","","","","",""
GCA_019661245.1_ASM1966124v1.fna,-,-,"","","","","","","","","",""
GCA_019793495.1_ASM1979349v1.fna,ssuis,-,aroA(~256),cpn60(513),dpr(28),gki(66),mutS(~128),recA(52),thrA(64),"","",""
GCA_019793845.1_ASM1979384v1.fna,ssuis,1590,aroA(122),cpn60(474),dpr(100),gki(163),mutS(172),recA(195),thrA(101),"","",""
GCA_019793875.1_ASM1979387v1.fna,ssuis,-,aroA(141),cpn60(476),dpr(~110),gki(163),mutS(172),recA(113),thrA(101),"","",""
GCA_019793935.1_ASM1979393v1.fna,ssuis,1590,aroA(122),cpn60(474),dpr(100),gki(163),mutS(172),recA(195),thrA(101),"","",""
GCA_019794175.1_ASM1979417v1.fna,ssuis,7,aroA(1),cpn60(1),dpr(1),gki(1),mutS(1),recA(1),thrA(3),"","",""
GCA_019794215.1_ASM1979421v1.fna,ssuis,1599,aroA(124),cpn60(476),dpr(100),gki(163),mutS(133),recA(195),thrA(101),"","",""
GCA_019794345.1_ASM1979434v1.fna,ssuis,-,aroA(141),cpn60(476),dpr(~110),gki(163),mutS(172),recA(113),thrA(101),"","",""
GCA_019794455.1_ASM1979445v1.fna,ssuis,-,aroA(122),cpn60(476),dpr(131),gki(163),mutS(172),recA(195),thrA(101),"","",""
GCA_019794485.1_ASM1979448v1.fna,ssuis,1324,aroA(137),cpn60(145),dpr(121),gki(103),mutS(137),recA(276),thrA(94),"","",""
GCA_019794575.1_ASM1979457v1.fna,ssuis,1143,aroA(137),cpn60(145),dpr(121),gki(103),mutS(137),recA(38),thrA(94),"","",""
GCA_019794595.1_ASM1979459v1.fna,ssuis,1143,aroA(137),cpn60(145),dpr(121),gki(103),mutS(137),recA(38),thrA(94),"","",""
GCA_019794675.1_ASM1979467v1.fna,ssuis,7,aroA(1),cpn60(1),dpr(1),gki(1),mutS(1),recA(1),thrA(3),"","",""
GCA_019794825.1_ASM1979482v1.fna,ssuis,-,aroA(141),cpn60(476),dpr(~110),gki(163),mutS(172),recA(113),thrA(101),"","",""
GCA_019794945.1_ASM1979494v1.fna,ssuis,-,aroA(122),cpn60(476),dpr(131),gki(163),mutS(172),recA(195),thrA(101),"","",""
GCA_019890715.1_ASM1989071v1.fna,-,-,"","","","","","","","","",""
GCA_019972895.1_ASM1997289v1.fna,-,-,"","","","","","","","","",""
GCA_019997305.1_ASM1999730v1.fna,bsubtilis,42,glpF(29),ilvD(26),pta(28),purH(33),pycA(29),rpoD(2),tpiA(29),"","",""
GCA_020026555.1_ASM2002655v1.fna,lsalivarius,-,pstB(7),rpsB(7),nrdB(10?),rpoA(6),parB(~17),"","","","",""
GCA_020111455.1_ASM2011145v1.fna,sagalactiae,1,adhP(1),pheS(1),atr(2),glnA(1),sdhA(1),glcK(2),tkt(2),"","",""
GCA_020218165.1_ASM2021816v1.fna,-,-,"","","","","","","","","",""
GCA_020218185.1_ASM2021818v1.fna,-,-,"","","","","","","","","",""
GCA_020443465.1_ASM2044346v1.fna,-,-,"","","","","","","","","",""
GCA_020443485.1_ASM2044348v1.fna,-,-,"","","","","","","","","",""
GCA_020443525.1_ASM2044352v1.fna,-,-,"","","","","","","","","",""
GCA_020537305.1_ASM2053730v1.fna,-,-,"","","","","","","","","",""
GCA_020537665.1_ASM2053766v1.fna,-,-,"","","","","","","","","",""
GCA_020735845.1_ASM2073584v1.fna,-,-,"","","","","","","","","",""
GCA_020786485.1_ASM2078648v1.fna,sagalactiae,27,adhP(1),pheS(1),atr(3),glnA(4),sdhA(2),glcK(2),tkt(2),"","",""
GCA_021172185.1_ASM2117218v1.fna,bsubtilis,-,glpF(3),ilvD(18),pta(2),purH(122),pycA(34),rpoD(1),tpiA(1),"","",""
GCA_021432185.1_ASM2143218v1.fna,lsalivarius,-,pstB(3),rpsB(2),nrdB(6?),rpoA(5),parB(7),"","","","",""
GCA_022402845.1_ASM2240284v1.fna,ssuis,87,aroA(18),cpn60(8),dpr(24),gki(12),mutS(1),recA(10),thrA(4),"","",""
GCA_022426565.1_ASM2242656v1.fna,ssuis,353,aroA(1),cpn60(1),dpr(1),gki(147),mutS(1),recA(1),thrA(3),"","",""
GCA_022426645.1_ASM2242664v1.fna,ssuis,353,aroA(1),cpn60(1),dpr(1),gki(147),mutS(1),recA(1),thrA(3),"","",""
GCA_022426765.1_ASM2242676v1.fna,ssuis,353,aroA(1),cpn60(1),dpr(1),gki(147),mutS(1),recA(1),thrA(3),"","",""
GCA_022426805.1_ASM2242680v1.fna,ssuis,7,aroA(1),cpn60(1),dpr(1),gki(1),mutS(1),recA(1),thrA(3),"","",""
GCA_022427205.1_ASM2242720v1.fna,ssuis,353,aroA(1),cpn60(1),dpr(1),gki(147),mutS(1),recA(1),thrA(3),"","",""
GCA_022427235.1_ASM2242723v1.fna,ssuis,242,aroA(1),cpn60(1),dpr(1),gki(12),mutS(1),recA(1),thrA(3),"","",""
GCA_022427285.1_ASM2242728v1.fna,ssuis,242,aroA(1),cpn60(1),dpr(1),gki(12),mutS(1),recA(1),thrA(3),"","",""
GCA_022427335.1_ASM2242733v1.fna,ssuis,7,aroA(1),cpn60(1),dpr(1),gki(1),mutS(1),recA(1),thrA(3),"","",""
GCA_022427365.1_ASM2242736v1.fna,ssuis,353,aroA(1),cpn60(1),dpr(1),gki(147),mutS(1),recA(1),thrA(3),"","",""
GCA_022427425.1_ASM2242742v1.fna,ssuis,7,aroA(1),cpn60(1),dpr(1),gki(1),mutS(1),recA(1),thrA(3),"","",""
GCA_022427445.1_ASM2242744v1.fna,ssuis,353,aroA(1),cpn60(1),dpr(1),gki(147),mutS(1),recA(1),thrA(3),"","",""
GCA_022427465.1_ASM2242746v1.fna,ssuis,7,aroA(1),cpn60(1),dpr(1),gki(1),mutS(1),recA(1),thrA(3),"","",""
GCA_022427525.1_ASM2242752v1.fna,ssuis,353,aroA(1),cpn60(1),dpr(1),gki(147),mutS(1),recA(1),thrA(3),"","",""
GCA_022427605.1_ASM2242760v1.fna,ssuis,353,aroA(1),cpn60(1),dpr(1),gki(147),mutS(1),recA(1),thrA(3),"","",""
GCA_022427645.1_ASM2242764v1.fna,ssuis,353,aroA(1),cpn60(1),dpr(1),gki(147),mutS(1),recA(1),thrA(3),"","",""
GCA_022427655.1_ASM2242765v1.fna,ssuis,353,aroA(1),cpn60(1),dpr(1),gki(147),mutS(1),recA(1),thrA(3),"","",""
GCA_022427685.1_ASM2242768v1.fna,ssuis,353,aroA(1),cpn60(1),dpr(1),gki(147),mutS(1),recA(1),thrA(3),"","",""
GCA_022427725.1_ASM2242772v1.fna,ssuis,353,aroA(1),cpn60(1),dpr(1),gki(147),mutS(1),recA(1),thrA(3),"","",""
GCA_022427805.1_ASM2242780v1.fna,ssuis,353,aroA(1),cpn60(1),dpr(1),gki(147),mutS(1),recA(1),thrA(3),"","",""
GCA_022427845.1_ASM2242784v1.fna,ssuis,353,aroA(1),cpn60(1),dpr(1),gki(147),mutS(1),recA(1),thrA(3),"","",""
GCA_022427885.1_ASM2242788v1.fna,ssuis,7,aroA(1),cpn60(1),dpr(1),gki(1),mutS(1),recA(1),thrA(3),"","",""
GCA_022427945.1_ASM2242794v1.fna,ssuis,7,aroA(1),cpn60(1),dpr(1),gki(1),mutS(1),recA(1),thrA(3),"","",""
GCA_022428425.1_ASM2242842v1.fna,ssuis,353,aroA(1),cpn60(1),dpr(1),gki(147),mutS(1),recA(1),thrA(3),"","",""
GCA_022489625.1_ASM2248962v1.fna,ssuis,1711,aroA(1),cpn60(1),dpr(1),gki(86),mutS(1),recA(1),thrA(3),"","",""
GCA_022748675.1_ASM2274867v1.fna,bsubtilis,-,glpF(~19),ilvD(~19),pta(~8),purH(~25),pycA(~5),rpoD(5),tpiA(7),"","",""
GCA_022815645.1_ASM2281564v1.fna,-,-,"","","","","","","","","",""
GCA_022867545.1_ASM2286754v1.fna,ssuis,7,aroA(1),cpn60(1),dpr(1),gki(1),mutS(1),recA(1),thrA(3),"","",""
GCA_022867585.1_ASM2286758v1.fna,ssuis,7,aroA(1),cpn60(1),dpr(1),gki(1),mutS(1),recA(1),thrA(3),"","",""
GCA_022867605.1_ASM2286760v1.fna,ssuis,7,aroA(1),cpn60(1),dpr(1),gki(1),mutS(1),recA(1),thrA(3),"","",""
GCA_022867685.1_ASM2286768v1.fna,ssuis,7,aroA(1),cpn60(1),dpr(1),gki(1),mutS(1),recA(1),thrA(3),"","",""
GCA_023060875.1_ASM2306087v1.fna,suberis,-,arcC(10),ddl(67),gki(4),recP(1),tdk(46),tpi(4),yqiL(33?),"","",""
GCA_023061955.1_ASM2306195v1.fna,suberis,-,arcC(1),ddl(2),gki(3),recP(2),tdk(1),tpi(1),yqiL(35?),"","",""
GCA_023078515.1_ASM2307851v1.fna,-,-,"","","","","","","","","",""
GCA_023109105.1_ASM2310910v1.fna,spneumoniae,-,aroE(~525),gdh(~290),gki(~118),recP(~451),spi(~329),xpt(~595),ddl(601?),"","",""
GCA_023149475.1_ASM2314947v1.fna,sagalactiae,23,adhP(5),pheS(4),atr(6),glnA(3),sdhA(2),glcK(1),tkt(3),"","",""
GCA_023162015.2_ASM2316201v2.fna,sbsec,-,ddl(7),gki(6),glnA(6),mutS(7),mutS2(8),pheS(7),proS(40),pyrE(12),thrS(~53),tpi(6)
GCA_023205855.1_ASM2320585v1.fna,-,-,"","","","","","","","","",""
GCA_023218755.1_ASM2321875v1.fna,-,-,"","","","","","","","","",""
GCA_023277745.1_ASM2327774v1.fna,-,-,"","","","","","","","","",""
GCA_023469815.1_ASM2346981v1.fna,ssuis,242,aroA(1),cpn60(1),dpr(1),gki(12),mutS(1),recA(1),thrA(3),"","",""
GCA_023469905.1_ASM2346990v1.fna,ssuis,7,aroA(1),cpn60(1),dpr(1),gki(1),mutS(1),recA(1),thrA(3),"","",""
GCA_023469925.1_ASM2346992v1.fna,ssuis,108,aroA(8),cpn60(21),dpr(5),gki(45),mutS(44),recA(22),thrA(23),"","",""
GCA_023469945.1_ASM2346994v1.fna,ssuis,242,aroA(1),cpn60(1),dpr(1),gki(12),mutS(1),recA(1),thrA(3),"","",""
GCA_023469985.1_ASM2346998v1.fna,ssuis,108,aroA(8),cpn60(21),dpr(5),gki(45),mutS(44),recA(22),thrA(23),"","",""
GCA_023470005.1_ASM2347000v1.fna,ssuis,353,aroA(1),cpn60(1),dpr(1),gki(147),mutS(1),recA(1),thrA(3),"","",""
GCA_023470015.1_ASM2347001v1.fna,ssuis,353,aroA(1),cpn60(1),dpr(1),gki(147),mutS(1),recA(1),thrA(3),"","",""
GCA_023470185.1_ASM2347018v1.fna,ssuis,7,aroA(1),cpn60(1),dpr(1),gki(1),mutS(1),recA(1),thrA(3),"","",""
GCA_023470365.1_ASM2347036v1.fna,ssuis,7,aroA(1),cpn60(1),dpr(1),gki(1),mutS(1),recA(1),thrA(3),"","",""
GCA_023470505.1_ASM2347050v1.fna,ssuis,7,aroA(1),cpn60(1),dpr(1),gki(1),mutS(1),recA(1),thrA(3),"","",""
GCA_023521175.1_ASM2352117v1.fna,bsubtilis,-,glpF(~3),ilvD(64),pta(2),purH(66),pycA(2),rpoD(41),tpiA(1),"","",""
GCA_023521475.1_ASM2352147v1.fna,bsubtilis,-,glpF(99),ilvD(~56),pta(2),purH(66),pycA(34),rpoD(1),tpiA(3),"","",""
GCA_023521595.1_ASM2352159v1.fna,bsubtilis,-,glpF(~3),ilvD(64),pta(2),purH(66),pycA(2),rpoD(41),tpiA(1),"","",""
GCA_023613935.1_ASM2361393v1.fna,-,-,"","","","","","","","","",""
GCA_023614095.1_ASM2361409v1.fna,-,-,"","","","","","","","","",""
GCA_023653015.1_ASM2365301v1.fna,-,-,"","","","","","","","","",""
GCA_023657405.1_ASM2365740v1.fna,-,-,"","","","","","","","","",""
GCA_023713105.1_ASM2371310v1.fna,bsubtilis,7,glpF(9),ilvD(4),pta(6),purH(7),pycA(5),rpoD(4),tpiA(5),"","",""
GCA_023809745.1_ASM2380974v1.fna,-,-,"","","","","","","","","",""
GCA_023955395.1_ASM2395539v1.fna,bsubtilis,-,glpF(~21),ilvD(~8),pta(~7),purH(-),pycA(~22),rpoD(~8),tpiA(~42),"","",""
GCA_024128815.1_ASM2412881v1.fna,bsubtilis,-,glpF(3),ilvD(65),pta(~2),purH(~132),pycA(2),rpoD(~41),tpiA(3?),"","",""
GCA_024136525.1_ASM2413652v1.fna,ssuis,-,aroA(52),cpn60(424),dpr(28),gki(79),mutS(218),recA(18?),thrA(28),"","",""
GCA_024170225.1_ASM2417022v1.fna,-,-,"","","","","","","","","",""
GCA_024170735.1_ASM2417073v1.fna,-,-,"","","","","","","","","",""
GCA_024408125.1_ASM2440812v1.fna,bsubtilis,-,glpF(29),ilvD(61),pta(45),purH(~103),pycA(51),rpoD(30),tpiA(68),"","",""
GCA_024461915.1_ASM2446191v1.fna,-,-,"","","","","","","","","",""
GCA_024461935.1_ASM2446193v1.fna,-,-,"","","","","","","","","",""
GCA_024580395.1_ASM2458039v1.fna,-,-,"","","","","","","","","",""
GCA_024580755.1_ASM2458075v1.fna,-,-,"","","","","","","","","",""
GCA_024580765.1_ASM2458076v1.fna,-,-,"","","","","","","","","",""
GCA_024580965.1_ASM2458096v1.fna,-,-,"","","","","","","","","",""
GCA_024581155.1_ASM2458115v1.fna,-,-,"","","","","","","","","",""
GCA_024581265.1_ASM2458126v1.fna,ssuis,-,aroA(25),cpn60(~95),dpr(216),gki(6),mutS(9),recA(13),thrA(~346),"","",""
GCA_024623085.1_ASM2462308v1.fna,bsubtilis,-,glpF(~61),ilvD(1),pta(2),purH(~123),pycA(55),rpoD(1),tpiA(~64),"","",""
GCA_024653135.1_ASM2465313v1.fna,bsubtilis,7,glpF(9),ilvD(4),pta(6),purH(7),pycA(5),rpoD(4),tpiA(5),"","",""
GCA_024665655.1_ASM2466565v1.fna,-,-,"","","","","","","","","",""
GCA_025188735.1_ASM2518873v1.fna,-,-,"","","","","","","","","",""
GCA_025189085.1_ASM2518908v1.fna,-,-,"","","","","","","","","",""
GCA_025189145.1_ASM2518914v1.fna,-,-,"","","","","","","","","",""
GCA_025189205.1_ASM2518920v1.fna,-,-,"","","","","","","","","",""
GCA_025245215.1_ASM2524521v1.fna,bsubtilis,-,glpF(3),ilvD(18),pta(2),purH(6),pycA(34),rpoD(1),tpiA(1),"","",""
GCA_026309415.1_ASM2630941v1.fna,bsubtilis,-,glpF(3),ilvD(18),pta(2),purH(6),pycA(34),rpoD(1),tpiA(1),"","",""
GCA_026420065.1_ASM2642006v1.fna,ssuis,353,aroA(1),cpn60(1),dpr(1),gki(147),mutS(1),recA(1),thrA(3),"","",""
GCA_026420085.1_ASM2642008v1.fna,ssuis,353,aroA(1),cpn60(1),dpr(1),gki(147),mutS(1),recA(1),thrA(3),"","",""
GCA_026625945.1_ASM2662594v1.fna,spneumoniae,7645,aroE(12),gdh(38),gki(9),recP(12),spi(77),xpt(21),ddl(14),"","",""
GCA_026625965.1_ASM2662596v1.fna,spneumoniae,7645,aroE(12),gdh(38),gki(9),recP(12),spi(77),xpt(21),ddl(14),"","",""
GCA_026650925.1_ASM2665092v1.fna,-,-,"","","","","","","","","",""
GCA_026782025.1_ASM2678202v1.fna,sbsec,-,ddl(~68),gki(6),glnA(8),mutS(74),mutS2(76),pheS(7),proS(6),pyrE(12),thrS(53),tpi(22)
GCA_026788905.1_ASM2678890v1.fna,bsubtilis,-,glpF(~21),ilvD(~8),pta(~7),purH(~26),pycA(9),rpoD(~8),tpiA(23),"","",""
GCA_026789005.1_ASM2678900v1.fna,bsubtilis,-,glpF(21),ilvD(8),pta(7),purH(26),pycA(22),rpoD(8),tpiA(~23),"","",""
GCA_026790935.1_ASM2679093v1.fna,bsubtilis,-,glpF(~8),ilvD(8),pta(7),purH(27),pycA(22),rpoD(~8),tpiA(~23),"","",""
GCA_026790945.1_ASM2679094v1.fna,bsubtilis,-,glpF(21),ilvD(20),pta(7),purH(26),pycA(22),rpoD(8),tpiA(~23),"","",""
GCA_026791425.1_ASM2679142v1.fna,bsubtilis,-,glpF(~21),ilvD(~8),pta(7),purH(27?),pycA(9),rpoD(~8),tpiA(~24),"","",""
GCA_026791995.1_ASM2679199v1.fna,bsubtilis,-,glpF(~21),ilvD(8),pta(~7),purH(26),pycA(-),rpoD(8),tpiA(24),"","",""
GCA_026792035.1_ASM2679203v1.fna,bsubtilis,-,glpF(21),ilvD(8),pta(~7),purH(~27),pycA(~22),rpoD(~8),tpiA(~24),"","",""
GCA_026792345.1_ASM2679234v1.fna,bsubtilis,-,glpF(~8),ilvD(8),pta(7),purH(27),pycA(22),rpoD(~8),tpiA(~23),"","",""
GCA_026793955.1_ASM2679395v1.fna,bsubtilis,-,glpF(3),ilvD(~106),pta(~20),purH(112),pycA(~84),rpoD(1),tpiA(3),"","",""
GCA_026795275.1_ASM2679527v1.fna,bsubtilis,-,glpF(3),ilvD(39),pta(~112),purH(~121),pycA(~84),rpoD(40?),tpiA(3),"","",""
GCA_026847645.1_ASM2684764v1.fna,-,-,"","","","","","","","","",""
GCA_027213705.1_ASM2721370v1.fna,bsubtilis,-,glpF(~24),ilvD(~102),pta(~26),purH(-),pycA(~67),rpoD(19),tpiA(~66),"","",""
GCA_027356315.1_ASM2735631v1.fna,-,-,"","","","","","","","","",""
GCA_027568575.1_ASM2756857v1.fna,-,-,"","","","","","","","","",""
GCA_027594565.1_ASM2759456v1.fna,-,-,"","","","","","","","","",""
GCA_027594765.1_ASM2759476v1.fna,-,-,"","","","","","","","","",""
GCA_027658685.1_ASM2765868v1.fna,sbsec,-,ddl(9),gki(9),glnA(8),mutS(10),mutS2(8),pheS(7),proS(6),pyrE(12),thrS(13),tpi(6)
GCA_027665935.1_ASM2766593v1.fna,lsalivarius,-,pstB(2),rpsB(4),nrdB(7?),rpoA(1),parB(9?),"","","","",""
GCA_027671005.1_ASM2767100v1.fna,-,-,"","","","","","","","","",""
GCA_027672645.1_ASM2767264v1.fna,-,-,"","","","","","","","","",""
GCA_027672665.1_ASM2767266v1.fna,-,-,"","","","","","","","","",""
GCA_027672695.1_ASM2767269v1.fna,-,-,"","","","","","","","","",""
GCA_027672725.1_ASM2767272v1.fna,-,-,"","","","","","","","","",""
GCA_027672785.1_ASM2767278v1.fna,-,-,"","","","","","","","","",""
GCA_027672965.1_ASM2767296v1.fna,-,-,"","","","","","","","","",""
GCA_027673065.1_ASM2767306v1.fna,-,-,"","","","","","","","","",""
GCA_027673085.1_ASM2767308v1.fna,-,-,"","","","","","","","","",""
GCA_027673155.1_ASM2767315v1.fna,-,-,"","","","","","","","","",""
GCA_027673225.1_ASM2767322v1.fna,-,-,"","","","","","","","","",""
GCA_027673305.1_ASM2767330v1.fna,-,-,"","","","","","","","","",""
GCA_027673485.1_ASM2767348v1.fna,-,-,"","","","","","","","","",""
GCA_027674205.1_ASM2767420v1.fna,-,-,"","","","","","","","","",""
GCA_027674405.1_ASM2767440v1.fna,-,-,"","","","","","","","","",""
GCA_027674525.1_ASM2767452v1.fna,lsalivarius,-,pstB(3),rpsB(2),nrdB(6?),rpoA(5),parB(7),"","","","",""
GCA_027674565.1_ASM2767456v1.fna,lsalivarius,-,pstB(3),rpsB(2),nrdB(6?),rpoA(5),parB(7),"","","","",""
GCA_027674685.1_ASM2767468v1.fna,-,-,"","","","","","","","","",""
GCA_027676135.1_ASM2767613v1.fna,-,-,"","","","","","","","","",""
GCA_027676165.1_ASM2767616v1.fna,-,-,"","","","","","","","","",""
GCA_027679985.1_ASM2767998v1.fna,-,-,"","","","","","","","","",""
GCA_027681385.1_ASM2768138v1.fna,lsalivarius,-,pstB(3),rpsB(2),nrdB(6?),rpoA(5),parB(7),"","","","",""
GCA_027685465.1_ASM2768546v1.fna,sbsec,-,ddl(7),gki(6),glnA(6),mutS(7),mutS2(8),pheS(7),proS(40),pyrE(12),thrS(~53),tpi(6)
GCA_027685795.1_ASM2768579v1.fna,lsalivarius,-,pstB(~3),rpsB(2),nrdB(6?),rpoA(5),parB(7),"","","","",""
GCA_027685885.1_ASM2768588v1.fna,lsalivarius,-,pstB(~3),rpsB(2),nrdB(6?),rpoA(5),parB(7),"","","","",""
GCA_027685965.1_ASM2768596v1.fna,lsalivarius,-,pstB(~3),rpsB(2),nrdB(6?),rpoA(5),parB(7),"","","","",""
GCA_027686005.1_ASM2768600v1.fna,lsalivarius,-,pstB(~3),rpsB(2),nrdB(6?),rpoA(5),parB(7),"","","","",""
GCA_027691665.1_ASM2769166v1.fna,lsalivarius,-,pstB(3),rpsB(2),nrdB(6?),rpoA(5),parB(7),"","","","",""
GCA_027692205.1_ASM2769220v1.fna,lsalivarius,-,pstB(3),rpsB(2),nrdB(6?),rpoA(5),parB(7),"","","","",""
GCA_027695365.1_ASM2769536v1.fna,lsalivarius,-,pstB(3),rpsB(2),nrdB(6?),rpoA(5),parB(7),"","","","",""
