protein_acc	n	nucleotide_acc	taxid	superkingdom	phylum	class	order	family	genus	species	type	evalue
WP_079267797.1	102	NZ_POIL01000142.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	3.3e-10
WP_079267797.1	102	NZ_POIK01000099.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	3.1e-10
WP_079267797.1	102	NZ_POIK01000099.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	3.3e-10
WP_079267797.1	102	NZ_POIJ01000142.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	3.1e-10
WP_079267797.1	102	NZ_POIJ01000142.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	3.3e-10
WP_079267797.1	102	NZ_POII01000114.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	3.1e-10
WP_079267797.1	102	NZ_POII01000114.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	3.3e-10
WP_079267797.1	102	NZ_JAMYJQ010000009.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	3.1e-10
WP_079267797.1	102	NZ_JAMYJQ010000009.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	3.3e-10
WP_079267797.1	102	NZ_JAILYK010000003.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	3.1e-10
WP_079267797.1	102	NZ_JAILYK010000003.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	3.3e-10
WP_079267797.1	102	NZ_JAFFHJ010000004.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	3.1e-10
WP_079267797.1	102	NZ_JAFFHJ010000004.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	3.3e-10
WP_079267797.1	102	NZ_JAFFHI010000008.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	3.1e-10
WP_079267797.1	102	NZ_JAFFHI010000008.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	3.3e-10
WP_079267797.1	102	NZ_FIJE01000011.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	3.1e-10
WP_079267797.1	102	NZ_FIJE01000011.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	3.3e-10
WP_079267797.1	102	NZ_FIIK01000010.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	3.1e-10
WP_079267797.1	102	NZ_FIIK01000010.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	3.3e-10
WP_079267797.1	102	NZ_FIII01000009.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	3.1e-10
WP_079267797.1	102	NZ_FIII01000009.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	3.3e-10
WP_079267797.1	102	NZ_FIIH01000001.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	3.1e-10
WP_079267797.1	102	NZ_FIIH01000001.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	3.3e-10
WP_079267797.1	102	NZ_FIHF01000004.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	3.1e-10
WP_079267797.1	102	NZ_FIHF01000004.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	3.3e-10
WP_079267797.1	102	NZ_FIFP01000001.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	3.1e-10
WP_079267797.1	102	NZ_FIFP01000001.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	3.3e-10
WP_079267797.1	102	NZ_FIFH01000002.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	3.1e-10
WP_079267797.1	102	NZ_FIFH01000002.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	3.3e-10
WP_079267797.1	102	NZ_FIFF01000008.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	3.1e-10
WP_079267797.1	102	NZ_FIFF01000008.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	3.3e-10
WP_079267797.1	102	NZ_CP116604.1	3020829	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus sp. HN38	nisins	3.1e-10
WP_079267797.1	102	NZ_CP116604.1	3020829	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus sp. HN38	nisins	3.3e-10
WP_079267797.1	102	NZ_CP058741.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	3.1e-10
WP_079267797.1	102	NZ_CP058741.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	3.3e-10
WP_079267797.1	102	NZ_CEJT01000045.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	3.1e-10
WP_079267797.1	102	NZ_CEJT01000045.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	3.3e-10
WP_079267797.1	102	NZ_CEFA01000040.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	3.1e-10
WP_079267797.1	102	NZ_CEFA01000040.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	3.3e-10
WP_079267797.1	102	NZ_CEES01000013.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	3.1e-10
WP_079267797.1	102	NZ_CEES01000013.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	3.3e-10
WP_079267797.1	102	NZ_CEEI01000021.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	3.1e-10
WP_079267797.1	102	NZ_CEEI01000021.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	3.3e-10
WP_079267797.1	102	NZ_CEEG01000031.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	3.1e-10
WP_079267797.1	102	NZ_CEEG01000031.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	3.3e-10
WP_079267797.1	102	NZ_CEDO01000006.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	3.1e-10
WP_079267797.1	102	NZ_CEDO01000006.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	3.3e-10
WP_079267797.1	102	NZ_CECZ01000011.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	3.1e-10
WP_079267797.1	102	NZ_CECZ01000011.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	3.3e-10
WP_079267797.1	102	NZ_CECV01000005.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	3.1e-10
WP_079267797.1	102	NZ_CECV01000005.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	3.3e-10
WP_079267797.1	102	NZ_ASCG01000095.1	1323697	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	3.1e-10
WP_079267797.1	102	NZ_ASCG01000095.1	1323697	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	3.3e-10
WP_079267797.1	102	NZ_ASBU01000034.1	1323698	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	3.1e-10
WP_079267797.1	102	NZ_ASBU01000034.1	1323698	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	3.3e-10
WP_079267797.1	102	NZ_ASBP01000004.1	1323692	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	3.1e-10
WP_079267797.1	102	NZ_ASBP01000004.1	1323692	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	3.3e-10
WP_079267797.1	102	NZ_ASBM01000091.1	1323688	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	3.1e-10
WP_079267797.1	102	NZ_ASBM01000091.1	1323688	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	3.3e-10
WP_079267797.1	102	NZ_ASBL01000031.1	1323687	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	3.1e-10
WP_079267797.1	102	NZ_ASBL01000031.1	1323687	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	3.3e-10
WP_079267797.1	102	NZ_ALNG01000087.1	1214218	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	3.1e-10
WP_079267797.1	102	NZ_ALNG01000087.1	1214218	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	3.3e-10
WP_079267797.1	102	NZ_ALMZ01000114.1	1214210	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	3.1e-10
WP_079267797.1	102	NZ_ALMZ01000114.1	1214210	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	3.3e-10
WP_079267797.1	102	NZ_ALMV01000011.1	1214206	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	3.1e-10
WP_079267797.1	102	NZ_ALMV01000011.1	1214206	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	3.3e-10
WP_079267797.1	102	NZ_ALMT01000053.1	1214205	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	3.1e-10
WP_079267797.1	102	NZ_ALMT01000053.1	1214205	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	3.3e-10
WP_079267797.1	102	NZ_ALMK01000025.1	1214195	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	3.1e-10
WP_079267797.1	102	NZ_ALMK01000025.1	1214195	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	3.3e-10
WP_079267797.1	102	NZ_ALMJ01000010.1	1214194	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	3.1e-10
WP_079267797.1	102	NZ_ALMJ01000010.1	1214194	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	3.3e-10
WP_079267797.1	102	NZ_ALMH01000015.1	1214192	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	3.1e-10
WP_079267797.1	102	NZ_ALMH01000015.1	1214192	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	3.3e-10
WP_003220055.1	58	NZ_VOOM01000006.1	96241	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus spizizenii	nisins	2.2e-17
WP_003220055.1	58	NZ_VOOM01000006.1	96241	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus spizizenii	nisins	2.1e-17
WP_003220055.1	58	NZ_VKQE01000017.1	703612	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus spizizenii	nisins	2.2e-17
WP_003220055.1	58	NZ_VKQE01000017.1	703612	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus spizizenii	nisins	2.1e-17
WP_003220055.1	58	NZ_UAQD01000011.1	96241	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus spizizenii	nisins	2.2e-17
WP_003220055.1	58	NZ_UAQD01000011.1	96241	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus spizizenii	nisins	2.1e-17
WP_003220055.1	58	NZ_NXEM01000027.1	72361	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus vallismortis	nisins	2.2e-17
WP_003220055.1	58	NZ_NXEM01000027.1	72361	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus vallismortis	nisins	2.1e-17
WP_003220055.1	58	NZ_LDIH01000044.1	72361	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus vallismortis	nisins	2.2e-17
WP_003220055.1	58	NZ_LDIH01000044.1	72361	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus vallismortis	nisins	2.1e-17
WP_003220055.1	58	NZ_KN049967.1	96241	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus spizizenii	nisins	2.2e-17
WP_003220055.1	58	NZ_KN049967.1	96241	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus spizizenii	nisins	2.1e-17
WP_003220055.1	58	NZ_JXAQ01000011.1	1071061	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. MSP13	nisins	2.2e-17
WP_003220055.1	58	NZ_JXAQ01000011.1	1071061	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. MSP13	nisins	2.1e-17
WP_003220055.1	58	NZ_JANLFG010000006.1	96241	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus spizizenii	nisins	2.2e-17
WP_003220055.1	58	NZ_JANLFG010000006.1	96241	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus spizizenii	nisins	2.1e-17
WP_003220055.1	58	NZ_JAMAWV010000007.1	96241	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus spizizenii	nisins	2.2e-17
WP_003220055.1	58	NZ_JAMAWV010000007.1	96241	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus spizizenii	nisins	2.1e-17
WP_003220055.1	58	NZ_JALAQY010000004.1	72361	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus vallismortis	nisins	2.2e-17
WP_003220055.1	58	NZ_JALAQY010000004.1	72361	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus vallismortis	nisins	2.1e-17
WP_003220055.1	58	NZ_JALAQJ010000027.1	72361	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus vallismortis	nisins	2.2e-17
WP_003220055.1	58	NZ_JALAQJ010000027.1	72361	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus vallismortis	nisins	2.1e-17
WP_003220055.1	58	NZ_JALAQI010000009.1	72361	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus vallismortis	nisins	2.2e-17
WP_003220055.1	58	NZ_JALAQI010000009.1	72361	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus vallismortis	nisins	2.1e-17
WP_003220055.1	58	NZ_JALAPG010000043.1	72361	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus vallismortis	nisins	2.2e-17
WP_003220055.1	58	NZ_JALAPG010000043.1	72361	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus vallismortis	nisins	2.1e-17
WP_003220055.1	58	NZ_JALAOH010000077.1	72361	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus vallismortis	nisins	2.2e-17
WP_003220055.1	58	NZ_JALAOH010000077.1	72361	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus vallismortis	nisins	2.1e-17
WP_003220055.1	58	NZ_JALAOG010000003.1	72361	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus vallismortis	nisins	2.2e-17
WP_003220055.1	58	NZ_JALAOG010000003.1	72361	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus vallismortis	nisins	2.1e-17
WP_003220055.1	58	NZ_JALAKO010000014.1	72361	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus vallismortis	nisins	2.2e-17
WP_003220055.1	58	NZ_JALAKO010000014.1	72361	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus vallismortis	nisins	2.1e-17
WP_003220055.1	58	NZ_JALAKK010000002.1	72361	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus vallismortis	nisins	2.2e-17
WP_003220055.1	58	NZ_JALAKK010000002.1	72361	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus vallismortis	nisins	2.1e-17
WP_003220055.1	58	NZ_JAHHED010000004.1	96241	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus spizizenii	nisins	2.2e-17
WP_003220055.1	58	NZ_JAHHED010000004.1	96241	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus spizizenii	nisins	2.1e-17
WP_003220055.1	58	NZ_JAHFZO010000034.1	72361	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus vallismortis	nisins	2.2e-17
WP_003220055.1	58	NZ_JAHFZO010000034.1	72361	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus vallismortis	nisins	2.1e-17
WP_003220055.1	58	NZ_CP118021.1	96241	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus spizizenii	nisins	2.2e-17
WP_003220055.1	58	NZ_CP118021.1	96241	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus spizizenii	nisins	2.1e-17
WP_003220055.1	58	NZ_CP051464.1	72360	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus mojavensis	nisins	2.2e-17
WP_003220055.1	58	NZ_CP051464.1	72360	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus mojavensis	nisins	2.1e-17
WP_003220055.1	58	NZ_CP034943.1	703612	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus spizizenii	nisins	2.2e-17
WP_003220055.1	58	NZ_CP034943.1	703612	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus spizizenii	nisins	2.1e-17
WP_003220055.1	58	NZ_CP033052.1	72361	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus vallismortis	nisins	2.2e-17
WP_003220055.1	58	NZ_CP033052.1	72361	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus vallismortis	nisins	2.1e-17
WP_003220055.1	58	NZ_CP026362.1	72361	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus vallismortis	nisins	2.2e-17
WP_003220055.1	58	NZ_CP026362.1	72361	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus vallismortis	nisins	2.1e-17
WP_003220055.1	58	NZ_CP011051.1	96241	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus spizizenii	nisins	2.2e-17
WP_003220055.1	58	NZ_CP011051.1	96241	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus spizizenii	nisins	2.1e-17
WP_003220055.1	58	NZ_CATYRA010000006.1	83428	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	uncultured Bacillus sp.	nisins	2.2e-17
WP_003220055.1	58	NZ_CATYRA010000006.1	83428	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	uncultured Bacillus sp.	nisins	2.1e-17
WP_003220055.1	58	NZ_AJHN01000013.1	932007	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus spizizenii	nisins	2.2e-17
WP_003220055.1	58	NZ_AJHN01000013.1	932007	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus spizizenii	nisins	2.1e-17
WP_003220055.1	58	NZ_AJHL01000018.1	932006	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus spizizenii	nisins	2.2e-17
WP_003220055.1	58	NZ_AJHL01000018.1	932006	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus spizizenii	nisins	2.1e-17
WP_003220055.1	58	NZ_ADGS01000008.1	703612	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus spizizenii	nisins	2.2e-17
WP_003220055.1	58	NZ_ADGS01000008.1	703612	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus spizizenii	nisins	2.1e-17
WP_210888916.1	44	NZ_JAGDMP010000367.1	137838	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium neonatale	nisins	2.2e-11
WP_210888916.1	44	NZ_JAGDMP010000367.1	137838	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium neonatale	nisins	6e-12
WP_210888916.1	44	NZ_CAMZJK010000115.1	137838	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium neonatale	nisins	2.2e-11
WP_210888916.1	44	NZ_CAMZJK010000115.1	137838	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium neonatale	nisins	6e-12
WP_210888916.1	44	NZ_CAMTDT010000076.1	137838	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium neonatale	nisins	2.2e-11
WP_210888916.1	44	NZ_CAMTDT010000076.1	137838	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium neonatale	nisins	6e-12
WP_210888916.1	44	NZ_CAMTDS010000306.1	137838	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium neonatale	nisins	2.2e-11
WP_210888916.1	44	NZ_CAMTDS010000306.1	137838	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium neonatale	nisins	6e-12
WP_210888916.1	44	NZ_CAMTDR010000112.1	137838	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium neonatale	nisins	2.2e-11
WP_210888916.1	44	NZ_CAMTDR010000112.1	137838	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium neonatale	nisins	6e-12
WP_210888916.1	44	NZ_CAMTDQ010000305.1	137838	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium neonatale	nisins	2.2e-11
WP_210888916.1	44	NZ_CAMTDQ010000305.1	137838	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium neonatale	nisins	6e-12
WP_210888916.1	44	NZ_CAMTDP010000149.1	137838	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium neonatale	nisins	2.2e-11
WP_210888916.1	44	NZ_CAMTDP010000149.1	137838	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium neonatale	nisins	6e-12
WP_210888916.1	44	NZ_CAMTDN010000002.1	137838	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium neonatale	nisins	2.2e-11
WP_210888916.1	44	NZ_CAMTDN010000002.1	137838	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium neonatale	nisins	6e-12
WP_210888916.1	44	NZ_CAMTDL010000108.1	137838	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium neonatale	nisins	2.2e-11
WP_210888916.1	44	NZ_CAMTDL010000108.1	137838	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium neonatale	nisins	6e-12
WP_210888916.1	44	NZ_CAMTDJ010000061.1	137838	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium neonatale	nisins	2.2e-11
WP_210888916.1	44	NZ_CAMTDJ010000061.1	137838	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium neonatale	nisins	6e-12
WP_210888916.1	44	NZ_CAMTDF010000139.1	137838	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium neonatale	nisins	2.2e-11
WP_210888916.1	44	NZ_CAMTDF010000139.1	137838	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium neonatale	nisins	6e-12
